destination	size	sha256	url	project_id	file_id	name
mods/FastWorkbench-1.20.1-8.0.4.jar	28188	86D20C6879BF86EF76B3FD94998D3E5C3327ACB5D5324B6EB0B5348354766620	https://edge.forgecdn.net/files/5101/229/FastWorkbench-1.20.1-8.0.4.jar	288885	5101229	FastWorkbench
mods/ferritecore-6.0.1-forge.jar	123034	9C2C9396A49E796D88497758CAA4637D2BCBB433C318E2DD9CEBCFFBAF0F6C54	https://edge.forgecdn.net/files/4810/975/ferritecore-6.0.1-forge.jar	429235	4810975	FerriteCore ((Neo)Forge)
mods/findme-3.2.3-forge.jar	38674	E76860618564A4E7B3C44EA15E30BCE9441BB04259477891633523E186ED77BB	https://edge.forgecdn.net/files/7069/249/findme-3.2.3-forge.jar	291936	7069249	FindMe
mods/fixexperiencebug-1.20-46.2.2.jar	3205	08DC722AAA1BD61B4EE867BADEB830E537B8362633197DD211C772A4A002F42E	https://edge.forgecdn.net/files/4587/408/fixexperiencebug-1.20-46.2.2.jar	486778	4587408	Fix Experience Bug (now with FABRIC and FORGE versions)
mods/flerovium-forge-1.20.1-1.2.19-all.jar	254081	D61ACDAC6509BAE8E5A962876CB623D451FD625EB105A16E020D160DE5635B25	https://edge.forgecdn.net/files/8284/677/flerovium-forge-1.20.1-1.2.19-all.jar	1142875	8284677	Flerovium
mods/flickerfix-1.20.1-4.0.1.jar	5630	6F154F6BD798CDF5A9F3F90C743B396B2162308C69D9713AF22091A18A4746B6	https://edge.forgecdn.net/files/4731/559/flickerfix-1.20.1-4.0.1.jar	431430	4731559	FlickerFix
mods/fluidium-1.20.1-1.4.0.jar	774902	C352872092CC970B7826F5DD1779CDF325FBDB934DC104DD3DCA95440B432E21	https://edge.forgecdn.net/files/7481/405/fluidium-1.20.1-1.4.0.jar	1306029	7481405	Fluidium
mods/FramedBlocks-9.4.3.jar.disabled	4251314	58F4A8D8FB759A9DB8754D83461DF1B7B2E94426888259286D3ACC316E6C6589	https://edge.forgecdn.net/files/7386/520/FramedBlocks-9.4.3.jar	441647	7386520	FramedBlocks
mods/ftb-essentials-forge-2001.2.4.jar	157732	E0022BFE29DC10E373947701DAE1BC4CE75EE15FE21F6D89269677FBB9AEBF73	https://edge.forgecdn.net/files/7609/948/ftb-essentials-forge-2001.2.4.jar	410811	7609948	FTB Essentials (Forge & Fabric)
mods/ftb-library-forge-2001.2.13.jar	780558	41810281B65336265CAE2C88412022D02F2F0A3F28C66A06173D86F98ACF14A7	https://edge.forgecdn.net/files/8226/927/ftb-library-forge-2001.2.13.jar	404465	8226927	FTB Library (NeoForge)
mods/ftb-quests-forge-2001.4.22.jar	1255469	9EA9D159A78A2724CFE0457B024680FDB52A2126EFF9CFA5280A30578F647A68	https://edge.forgecdn.net/files/8078/538/ftb-quests-forge-2001.4.22.jar	289412	8078538	FTB Quests (NeoForge)
mods/ftb-teams-forge-2001.3.2.jar	252579	B1CB4D82EA9F137A87E12A7AAF3329619294B56F7D70337DFD557A76E10B6E07	https://edge.forgecdn.net/files/7499/810/ftb-teams-forge-2001.3.2.jar	404468	7499810	FTB Teams (NeoForge)
mods/ftb-ultimine-forge-2001.1.8.jar	129653	B80DDE55B2C91FD27F09F15ED2AEFB0756C7BD704316E488AE8A06B179E85730	https://edge.forgecdn.net/files/7880/472/ftb-ultimine-forge-2001.1.8.jar	386134	7880472	FTB Ultimine (NeoForge)
mods/ftb-xmod-compat-forge-2.1.3.jar	129725	16A8EB9DE88D5C33D29CB076CC39DFB337B2C54348E1EF1EFE9DD60CF85E5F72	https://edge.forgecdn.net/files/6402/486/ftb-xmod-compat-forge-2.1.3.jar	889915	6402486	FTB XMod Compat
